japanese_name,english_name,debut,affiliations,origin,age,birthday,blood_type,bounty,description,devil_fruit_name,avatar_src
ポートガス・Dディー・エース,"Portgas D. Ace (uncut dub); Portgaz D. Ace (VIZ, Funimation subs); Portgaz D. Trace (edited dub)",Chapter 154; Episode 91,Whitebeard Pirates; Spade Pirates (former); Dadan Family (former); Impel Down (former),South Blue (Baterilla),N/A,January 1st,S,"550,000,000","Portgas D. Ace, born as Gol D. Ace and nicknamed ""Fire Fist"" Ace, was the biological son of the late Pirate King, Gol D. Roger, and Portgas D. Rouge, as well as the sworn older brother of Luffy and Sabo. Ace was adopted by Monkey D. Garp, as had been requested by Roger before his execution. Ace was captain of the Spade Pirates before being recruited into the Whitebeard Pirates and becoming its 2nd division commander. He ate the Mera Mera no Mi, giving him the power to transform into and manipulate flames.",Mera Mera no Mi,https://onepieceql.s3.amazonaws.com/Portgas_D._Ace_Anime.jpg
イエティ COOLクール BROTHERSブラザーズ,Yeti Cool Brothers,Chapter 665; Episode 591,Caesar Clown,Grand Line,25,December 11th,S (RH-),"20,000,000 (each)","The Yeti Cool Brothers, Rock (ロック, Rokku?) and Scotch (スコッチ, Sukotchi?), are assassins who were employed by Caesar Clown until his defeat. They are members of a mysterious type of giants.",N/A,https://onepieceql.s3.amazonaws.com/Yeti_Cool_Brothers_Anime.jpg
スリーピー,N/A,One Piece Green: Secret Pieces (sketch),Ally of the Whitebeard Pirates,N/A,N/A,N/A,N/A,N/A,Sleepy is an infamous New World pirate who allied himself with Whitebeard.,N/A,https://onepieceql.s3.amazonaws.com/Sleepy_Manga.jpg
チチリシア,Chichilisia,Chapter 879 (cover),N/A,N/A,N/A,N/A,N/A,N/A,Chichilisia is the leader of the Niho Navy and the father of Uholisia.,N/A,https://onepieceql.s3.amazonaws.com/Chichilisia_Manga.jpg
ソリティア,Solitaire,Chapter 935; Episode 930,Beasts Pirates,N/A,N/A,N/A,N/A,N/A,Solitaire is a Shinuchi of the Beasts Pirates who serves as a vice warden of the Prisoner Mine in the Udon region of Wano Country.,N/A,https://onepieceql.s3.amazonaws.com/Solitaire_Anime.jpg
シキ,Shiki,Chapter 0; Chapter 530 (mentioned); Episode 425; One Piece Film: Strong World,Golden Lion Pirates; Rocks Pirates (former); Impel Down (former),N/A,N/A,March 20th,N/A,N/A,"Shiki the Golden Lion, also known as the ""Flying Pirate"", is the admiral and helmsman of the Golden Lion Pirates, the first known prisoner ever to escape from Impel Down and a former member of the Rocks Pirates.",Fuwa Fuwa no Mi,https://onepieceql.s3.amazonaws.com/Shiki_Anime.jpg
シシリー,Sicily,Chapter 504,Marines,South Blue,N/A,June 5th,N/A,N/A,Sicily is a Marine Rear Admiral.,N/A,https://onepieceql.s3.amazonaws.com/Sicily_Manga.jpg
しらほし,Shirahoshi,Chapter 612; Episode 531,Neptune Family; Ryugu Kingdom,Grand Line (Ryugu Kingdom; Fish-Man Island),16,April 4th,X,N/A,"Princess Shirahoshi, famous in the world as the Mermaid Princess (人魚姫, Ningyo Hime?), is a giant smelt-whiting mermaid and the princess of the Ryugu Kingdom, as the youngest of King Neptune's children and the only daughter in the Neptune royal family.",N/A,https://onepieceql.s3.amazonaws.com/Shirahoshi_Anime.jpg
シルバーズ・レイリー,Silvers Rayleigh,Chapter 19; Episode 8,Roger Pirates (former),N/A,76 (debut) 78 (after timeskip),May 13th,XF,Unknown,"Silvers Rayleigh, also known as the ""Dark King"", is an extremely powerful and famous retired pirate who formerly served as the first mate of the legendary Roger Pirates, being known as the ""Right Hand of the Pirate King"". He is one of the major figures, along with Whitebeard, Shiki, Monkey D. Garp, Sengoku, Tsuru and Kong from the times when Gol D. Roger, the ""Pirate King"", was still alive.",N/A,https://onepieceql.s3.amazonaws.com/Silvers_Rayleigh_Anime.jpg
スピード・ジル,Speed Jil,Chapter 553; Episode 461,Whitebeard Pirates,East Blue,N/A,April 6th,N/A,N/A,Speed Jiru is the former 14th division commander of the Whitebeard Pirates.,N/A,https://onepieceql.s3.amazonaws.com/Speed_Jiru_Anime.jpg
コンブ,Kombu (Viz); Konbu (Funimation),Chapter 657; Episode 582,N/A,N/A,N/A,N/A,N/A,N/A,Konbu is a child who lived in Punk Hazard's Biscuits Room. He was freed with the rest of the children by the Straw Hat Pirates.,N/A,https://onepieceql.s3.amazonaws.com/Konbu_Anime.jpg
パパニール,Papaneel,Chapter 621; Episode 540,N/A,Grand Line (Ryugu Kingdom; Fish-Man Island),N/A,N/A,N/A,N/A,N/A,N/A,https://onepieceql.s3.amazonaws.com/Papaneel_Anime.jpg
ハンガー,Hanger,Chapter 97; Episode 48,Robecca Hanberg,East Blue,N/A,September 23rd,N/A,N/A,"Hanger is an employee at Robecca Hanberg, a clothing store in Loguetown. Nami tried on all of his best clothes, but did not buy any.",N/A,https://onepieceql.s3.amazonaws.com/Hanger_Anime.jpg
ディスコ,Disco,Chapter 500; Episode 394,Donquixote Doflamingo (former); Human Auctioning House (former),Grand Line,N/A,June 12th,N/A,N/A,Disco is the owner of the now-bankrupt Human Auctioning House at Grove 1 in Sabaody Archipelago.,N/A,https://onepieceql.s3.amazonaws.com/Disco_Manga_Post_Timeskip.jpg
キン坊,N/A,Chapter 917; Episode 904,N/A,N/A,N/A,N/A,N/A,N/A,Kinbo is a boy who lives in Okobore Town of Kuri with his mother Yame and his little brother.,N/A,https://onepieceql.s3.amazonaws.com/Kinbo_Anime.jpg
サンベル,Sambel,Chapter 0; Episode 0,Roger Pirates,N/A,N/A,N/A,N/A,N/A,Sunbell is a former member of the Roger Pirates.,N/A,https://onepieceql.s3.amazonaws.com/Sunbell_Anime.jpg
戦桃丸せんとうまる,Sentomaru,Chapter 497; Episode 401,Marines (former),Grand Line,32 (debut) 34 (after timeskip),March 10th,F,N/A,"Sentomaru is the bodyguard of Dr. Vegapunk and is in command of the Marines' Science Unit (科学部隊, Kagaku Butai?) as its captain (隊長, taichō?).",N/A,https://onepieceql.s3.amazonaws.com/Sentomaru_Anime_Post_Timeskip.jpg
小山,Koyama,Chapter 960; Episode 960,Kozuki Family,N/A,N/A,N/A,N/A,N/A,"Koyama, as named by Kozuki Oden and his retainers, is a white boar and the child of the Mountain God that lived in the forests of Wano Country as late as thirty years ago. In what became known as the Mountain God Incident, it was kidnapped from its parent and later stolen by Kin'emon.",N/A,https://onepieceql.s3.amazonaws.com/Koyama_Anime.jpg
キバガエル,Kibagaeru,Chapter 306; Episode 208,Foxy Pirates; Fanged Toad Pirates (former),N/A,N/A,N/A,N/A,N/A,"Kibagaeru was the captain of the Fanged Toad Pirates until he lost to Foxy at the Davy Back Fight and joined his crew. Due to his anime-exclusive actions, he can be considered one of the main antagonists of the Foxy's Return Arc.",N/A,https://onepieceql.s3.amazonaws.com/Kibagaeru_Anime.jpg
コップ,Kopp,Chapter 325; Episode 231,Franky Family,N/A,N/A,N/A,N/A,N/A,Kop is a member of the Franky Family.,N/A,https://onepieceql.s3.amazonaws.com/Kop_Anime.jpg
コング,Kong,Chapter 0; Episode 0,World Government; Marines (former),N/A,N/A,May 9th,N/A,N/A,"Kong is the World Government Commander-in-Chief. He was a Fleet Admiral of the Marines at the time of the Battle in Edd War twenty-seven years ago. Some time after, he was promoted while Sengoku eventually became the new Fleet Admiral.",N/A,https://onepieceql.s3.amazonaws.com/Kong_Anime.jpg
キク,Kiku,Chapter 515; Episode 409 (mentioned),Kuja,N/A,N/A,N/A,N/A,N/A,Kiku is a member of the Kuja. She is never seen but her name appears on the match-ups of the arena battle board.,N/A,https://onepieceql.s3.amazonaws.com/NoPicAvailable.jpg
キキパツ,N/A,Chapter 925; Episode 917,Blackbeard Pirates,N/A,N/A,N/A,N/A,N/A,Kikipatsu is a member of the Blackbeard Pirates.,N/A,https://onepieceql.s3.amazonaws.com/Kikipatsu_Anime.jpg
ジョボ,Jobo,"Chapter 232, Episode 150",N/A,N/A,N/A,N/A,N/A,N/A,Jobo is a citizen of Mock Town.,N/A,https://onepieceql.s3.amazonaws.com/Jobo_Anime.jpg
キビン,Kibin,"Chapter 594, Episode 475",Marines,N/A,N/A,N/A,N/A,N/A,"Commodore Kibin is a Marine officer that debuted during the Marineford Arc. His canon name and rank are unknown. However, in the anime, he was given the name Kibin and the rank of Commodore.",N/A,https://onepieceql.s3.amazonaws.com/Kibin_Anime.jpg
ドンキホーテ・ミョスガルド聖,"Don Quixote Myosgard (VIZ, Funimation dub (Ep 545), Funimation) Don Quixote Mjosgard (Funimation, former)",Chapter 625; Episode 545,World Government (Donquixote Family),N/A,N/A,December 13th,N/A,N/A,N/A,N/A,https://onepieceql.s3.amazonaws.com/Donquixote_Mjosgard_Anime.jpg
ジョン・ジャイアント,John Giant,Chapter 96; Episode 45,Marines,N/A,N/A,May 19th,N/A,N/A,"John Giant is a Vice Admiral in the Marine Headquarters, and the first giant to ever enlist in the Marines.",N/A,https://onepieceql.s3.amazonaws.com/John_Giant_Anime.jpg
シャーロット・リンリン,Charlotte Linlin,Chapter 651; Episode 571,Big Mom Pirates; Rocks Pirates (former); Four Emperors (former); Charlotte Family,Grand Line,68,February 15th,X,"4,388,000,000 500,000,000 50,000,000","Charlotte Linlin, better known as ""Big Mom"", is the captain of the Big Mom Pirates and was formerly one of the Four Emperors ruling over the New World, as the only female member of that group. She is the matriarch of the very large Charlotte Family, whose many children make up the infrastructure of her crew. She is also the creator of the unique race of creatures known as Homies, who mainly inhabit all of Totto Land, and happily serve her. Big Mom possesses three special homies, Napoleon, Prometheus, and Zeus, but unhappy with Zeus' continued failures, Big Mom decided to disown and replace him with a new Homie named Hera.",Soru Soru no Mi,https://onepieceql.s3.amazonaws.com/Charlotte_Linlin_Anime.jpg
マリリン,Marilyn,Chapter 300; Episode 193,Neutral civilian,N/A,N/A,N/A,N/A,N/A,Marilyn is an old lady that lives in Skypiea. She was Miss Skypiea forty-two years ago.,N/A,https://onepieceql.s3.amazonaws.com/Marilyn_Anime.jpg
いの一番の助,N/A,Chapter 917; Episode 904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://onepieceql.s3.amazonaws.com/Inoichibannosuke_Anime.jpg
ケリー・ファンク,Kelly Funk,Chapter 704; Episode 633,Mogaro Kingdom,Grand Line (Mogaro Kingdom),36,December 9th,X,"57,000,000",Kelly Funk is an assassin from the Mogaro Kingdom and Bobby Funk's older brother. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi.,Jake Jake no Mi,https://onepieceql.s3.amazonaws.com/Kelly_Funk_Anime.jpg
ガゼルマン,Gazelle-Man (Viz) Gazelleman (Funimation),Chapter 914; Episode 900,Beasts Pirates; Tama,N/A,N/A,N/A,N/A,N/A,"Gazelleman is a Gifter in the Beasts Pirates. After being tamed by Tama, he became an ally of the Ninja-Pirate-Mink-Samurai Alliance.",N/A,https://onepieceql.s3.amazonaws.com/Gazelleman_Anime.jpg
ジョージ・マッハ,George Mach,Chapter 313; Episode 217,Foxy Pirates,N/A,N/A,N/A,N/A,N/A,George Mach is a member of the Foxy Pirates. He fought Mountain Ricky before the third round of the Davy Back Fight.,N/A,https://onepieceql.s3.amazonaws.com/George_Mach_Anime.jpg
フランキー,Franky; Frankie (originally),Chapter 329; Episode 233,Straw Hat Pirates; Straw Hat Grand Fleet; Franky Family (former); Tom's Workers (former); Ninja-Pirate-Mink-Samurai Alliance (disbanded),South Blue,34 (debut) 36 (after timeskip),March 9th,XF,"394,000,000 94,000,000 44,000,000","""Iron Man"" Franky is the shipwright of the Straw Hat Pirates and one of the Senior Officers of the Straw Hat Grand Fleet. He is the crew's eighth member and the seventh to join, doing so at the end of the Post-Enies Lobby Arc.",N/A,https://onepieceql.s3.amazonaws.com/Franky_Anime_Post_Timeskip.jpg
ゲンゾウ,Genzo,Chapter 71; Episode 32,Cocoyasi Village,East Blue (Conomi Islands),46 (debut) 48 (after timeskip),June 17th,F,N/A,Genzo is the sheriff of Cocoyasi Village. He is an ally of the Straw Hat Pirates during the Arlong Park Arc.,N/A,https://onepieceql.s3.amazonaws.com/Genzo_Manga_Post_Timeskip.jpg
キラー,Killer,Chapter 498; Episode 392,Kid Pirates; Kurozumi Orochi (defected),South Blue,25 (debut) 27 (after timeskip),February 2nd,X,"200,000,000 162,000,000","""Massacre Soldier"" Killer is a pirate from the South Blue and a combatant of the Kid Pirates. He is one of twelve pirates who are referred to as the ""Worst Generation"". After the timeskip, his bounty has been raised from 162,000,000 to 200,000,000.",N/A,https://onepieceql.s3.amazonaws.com/Killer_Anime_Post_Timeskip.jpg
霜月コウ三郎,Shimotsuki Kozaburo,Chapter 1033; Episode 1060,Shimotsuki Family,N/A,N/A,N/A,N/A,N/A,"Shimotsuki Kozaburo was a member of the Shimotsuki Family and a swordsmith who crafted the Great Grade Blades, Wado Ichimonji and Enma. He was born in Wano Country, but illegally departed from there 55 years ago and eventually settled down in what became Shimotsuki Village in the East Blue. There, he fathered a son named Koushirou, making him the grandfather of Koushirou's daughter Kuina.",N/A,https://onepieceql.s3.amazonaws.com/Shimotsuki_Kozaburo_Anime.jpg
霜月牛マル,Shimotsuki Ushimaru,Chapter 953; Episode 954,N/A,N/A,N/A,N/A,N/A,N/A,"Shimotsuki Ushimaru was a member of the Shimotsuki Family, and the last daimyo of Ringo in Wano Country. He ruled until the takeover of Kurozumi Orochi as shogun 20 years ago. He was a direct descendant of the legendary samurai Shimotsuki Ryuma, the younger brother of Shimotsuki Furiko, and the great-uncle of Roronoa Zoro.",N/A,https://onepieceql.s3.amazonaws.com/Shimotsuki_Ushimaru_Anime.jpg
霜月康イエ,Shimotsuki Yasuie,Chapter 929; Episode 916,N/A,N/A,N/A,April 2nd,F,N/A,"Shimotsuki Yasuie, also known as ""Yasu the Hedgehog"", Tonoyasu, or just Yasu (ヤス, Yasu?), was a member of the Shimotsuki Family, and a taikomochi who lived in Ebisu Town near the capital of Wano Country. He was the adoptive father of Toko.",N/A,https://onepieceql.s3.amazonaws.com/Shimotsuki_Yasuie_Anime.jpg
ゲルズ,Gerd,Chapter 866; Episode 836,New Giant Warrior Pirates; Buggy's Delivery (former); Straw Hat Grand Fleet,Grand Line (Elbaf),75,February 25th,S,N/A,Gerd is a giant from Elbaf and the doctor of the New Giant Warrior Pirates. She was formerly an S-Class ranked mercenary for Buggy's Delivery.,N/A,https://onepieceql.s3.amazonaws.com/Gerd_Anime.jpg
ギグ,Gig,Chapter 1024; Episode 1067,Kid Pirates,N/A,N/A,N/A,N/A,N/A,Gig is a member of the Kid Pirates.,N/A,https://onepieceql.s3.amazonaws.com/Gig_Anime.jpg
ギバーソン,Giberson,Chapter 860; Episode 828,Underworld,N/A,N/A,August 14th,N/A,N/A,"Giberson, known as ""The Concealer"", is a veteran warehouseman and one of the emperors of the Underworld.",N/A,https://onepieceql.s3.amazonaws.com/Giberson_Anime.jpg
サンジ,Sanji,Chapter 43; Episode 20,Straw Hat Pirates; Straw Hat Grand Fleet; Vinsmoke Family (former); Baratie (resigned); Germa Kingdom (defected); Ninja-Pirate-Mink-Samurai Alliance (disbanded),North Blue,19 (debut) 21 (after timeskip),March 2nd,S (RH-),"1,032,000,000 330,000,000 177,000,000 (Only Alive) 77,000,000","""Black Leg"" Sanji, born as Vinsmoke Sanji, is the cook of the Straw Hat Pirates and one of the Senior Officers of the Straw Hat Grand Fleet. He is the fifth member of the crew and the fourth to join, doing so at the end of the Baratie Arc.",N/A,https://onepieceql.s3.amazonaws.com/Sanji_Anime_Post_Timeskip.jpg
ゲダツ,"Gedatsu (Viz, Uncut dub); Gedatz (Edited dub)",Chapter 241; Episode 155,Ukkari Hot-Spring Island; God's Army (former),Sky Islands (Birka),29 (debut) 31 (after timeskip),August 10th ,S,N/A,Sky Boss Gedatsu was one of Enel's priests who punished criminals with the Ordeal of Swamp during Enel's reign.,N/A,https://onepieceql.s3.amazonaws.com/Gedatsu_Anime.jpg
ソラ,Sora,Chapter 825; Episode 783,N/A,N/A,N/A,N/A,N/A,N/A,"Sora is a fictional character and the main protagonist of the comic Sora, Warrior of the Sea. The character's exploits are based on the actions of Marine heroes, in order to serve as Marine propaganda.",N/A,https://onepieceql.s3.amazonaws.com/Sora_%28fictional%29_Anime.jpg
フォーリュウブス,N/A,Chapter 566,Whitebeard Pirates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://onepieceql.s3.amazonaws.com/Forliewbs_Manga.jpg
錦えもん,Kin'emon,Chapter 656; Episode 580,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance; Nine Red Scabbards,Grand Line (Wano Country),36 (born 56 years ago),January 29th,X,N/A,"""Foxfire Kin'emon"" is a samurai from the region of Kuri in Wano Country, a retainer of the Kozuki Family, the leader of the Nine Red Scabbards, the husband of Tsurujo, and a former thug. He was born 56 years before the present day, but traveled 20 years forward in time when he was 36 years old.",Fuku Fuku no Mi,https://onepieceql.s3.amazonaws.com/Kin%27emon_Anime.jpg
ジェム,Gem,Chapter 110; Episode 65,New Spiders Cafe; Baroque Works (former),South Blue,24 (debut) 26 (after timeskip),July 26th,X,"10,000,000","Gem of the Border, better known by his alias Mr. 5, was formerly the lowest-ranked officer agent in Baroque Works along with his partner, Miss Valentine. He now works as a fireman at the new Spiders Cafe alongside most of his former colleagues.",Bomu Bomu no Mi,https://onepieceql.s3.amazonaws.com/Gem_Anime.jpg
フォートリックス,Fourtricks,Chapter 994; Episode 982,Beasts Pirates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://onepieceql.s3.amazonaws.com/Fourtricks_Anime.jpg
スネークマン,Snakeman,Chapter 916; Episode 904,Beasts Pirates,N/A,N/A,N/A,N/A,N/A,Snakeman is a Gifter in the Beasts Pirates.,N/A,https://onepieceql.s3.amazonaws.com/Snakeman_%28Gifter%29_Anime.jpg
マリア・ナポレ,Maria Napole,Chapter 649; Episode 569,Fish-Man Island,Grand Line (Ryugu Kingdom; Fish-Man Island),N/A,N/A,N/A,N/A,Maria Napole is a singer and is considered the pride of Fish-Man Island.,N/A,https://onepieceql.s3.amazonaws.com/Maria_Napole_Anime.jpg
シャンクス,Shanks,Chapter 1; Episode 4,Red Hair Pirates; Four Emperors; Roger Pirates (former),West Blue,27 (debut); 37 (pre-timeskip); 39 (after timeskip),March 9th,XF,"4,048,900,000 1,040,000,000","""Red-Haired"" Shanks, commonly known as just ""Red Hair"", is the chief of the Red Hair Pirates and one of the Four Emperors that rule over the New World.",N/A,https://onepieceql.s3.amazonaws.com/Shanks_Anime.jpg
ギムレット,Gimlet,Chapter 775; Episode 715,N/A,N/A,N/A,N/A,N/A,N/A,Gimlet was the infant son of Senor Pink and Russian.,N/A,https://onepieceql.s3.amazonaws.com/Gimlet_Anime.jpg
ピープリー･ルル,Peepley Lulu (Viz) Peeply Lulu (Funimation),Chapter 323; Episode 230,Galley-La Company,Grand Line (Water 7),31 (debut) 33 (after timeskip),January 2nd,S,N/A,"Peepley Lulu is one of the five foremen of Dock One of the Galley-La Company in Water 7. His specialties as shipwright are pitch, block and tackle, and blacksmithing.",N/A,https://onepieceql.s3.amazonaws.com/Peepley_Lulu_Anime_Post_Timeskip.jpg
